overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share
152,29,5,Dawson Knox,TE,BUF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8bi9ppahwfmoxs8ij4w","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8bi9ppahwfmoxs8ij4w",50.01500629634812,47.01410591856723,,,0.0,0.0,0.0,0.0,49.0,36.0,417.0,4.0,10.075031481740591
153,30,5,Oronde Gadsden II,TE,LAC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs",49.729328741817454,46.745569017308405,,,0.0,0.0,0.0,0.0,69.0,49.0,664.0,3.0,14.063310375753899
154,27,4,Tyler Shough,QB,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf",53.04444444444444,46.679111111111105,,,2384.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,31,5,Jake Tonges,TE,SF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6goxhdhfc2m0rmwvtbl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6goxhdhfc2m0rmwvtbl",49.57396062159304,46.59952298429745,,,0.0,0.0,0.0,0.0,46.0,34.0,293.0,5.0,5.95313644129851
156,66,5,Chimere Dike,WR,TEN,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbcpv4931dqmgsu3anvo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbcpv4931dqmgsu3anvo",43.12073932287319,46.57039846870305,,,0.0,0.0,0.0,0.0,74.0,48.0,423.0,4.0,15.565235075904427
157,33,3,Kyle Monangai,RB,CHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkkk3uuouhcobydqawro","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkkk3uuouhcobydqawro",42.18571428571428,45.56057142857143,,,0.0,0.0,783.0,5.0,0.0,0.0,0.0,0.0,0.0
158,67,5,Chris Godwin Jr.,WR,TB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkheljdx4hbjpisulke","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkheljdx4hbjpisulke",42.08246909798589,45.44906662582477,,,0.0,0.0,0.0,0.0,51.0,33.0,360.0,2.0,8.970037797621785
159,68,5,Darnell Mooney,WR,NYG,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika",41.80092462946696,45.14499859982432,,,0.0,0.0,0.0,0.0,72.0,32.0,443.0,1.0,24.927700070411728
160,28,4,Joe Flacco,QB,CIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dre1d2f2d6dxqohzn5l2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dre1d2f2d6dxqohzn5l2",50.772222222222226,44.67955555555556,,,2479.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,29,5,Kirk Cousins,QB,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk",50.56111111111111,44.49377777777778,,,1721.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,69,5,Dontayvion Wicks,WR,PHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v1lt8kpvkn0qw5elyaoz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v1lt8kpvkn0qw5elyaoz",41.195997133168596,44.49167690382209,,,0.0,0.0,0.0,0.0,46.0,30.0,332.0,2.0,12.94152412738145
163,34,3,Chris Rodriguez Jr.,RB,JAX,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pknd5uajvpvfd8c744im","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pknd5uajvpvfd8c744im",41.14285714285714,44.434285714285714,,,0.0,0.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0
164,32,5,David Njoku,TE,LAC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y4g1iayqrbrhdvkqywpx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y4g1iayqrbrhdvkqywpx",47.0677682631582,44.2437021673687,,,0.0,0.0,0.0,0.0,48.0,33.0,293.0,4.0,6.9221746491243294
165,30,5,Mac Jones,QB,SF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbdwfwiuhl0ib5ajtmzq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbdwfwiuhl0ib5ajtmzq",49.349999999999994,43.428,,,2151.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,35,3,Aaron Jones,RB,MIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim",38.82857142857143,41.93485714285715,,,0.0,0.0,548.0,2.0,0.0,0.0,0.0,0.0,0.0
167,70,5,Andrei Iosivas,WR,CIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhrvbt81iohroyftuyj2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhrvbt81iohroyftuyj2",38.695234381746005,41.79085313228569,,,0.0,0.0,0.0,0.0,58.0,33.0,435.0,2.0,12.514633447191581
168,36,3,Kenny Gainwell,RB,TB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eo62l8ec8e3lzt86ihth","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eo62l8ec8e3lzt86ihth",38.67142857142857,41.76514285714286,,,0.0,0.0,537.0,5.0,0.0,0.0,0.0,0.0,0.0
169,71,5,DeMario Douglas,WR,NE,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm9vnzqu5phlmsocjwgc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm9vnzqu5phlmsocjwgc",38.45495350017352,41.5313497801874,,,0.0,0.0,0.0,0.0,46.0,31.0,447.0,3.0,10.390152116252183
170,72,5,Olamide Zaccheaus,WR,ATL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zsnzd30ysrewgufbv06y","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zsnzd30ysrewgufbv06y",38.0971156439791,41.144884895497434,,,0.0,0.0,0.0,0.0,65.0,39.0,313.0,2.0,10.158655142972428
171,73,5,Mack Hollins,WR,NE,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbz7whjzsittudcecezw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbz7whjzsittudcecezw",37.53126596714931,40.53376724452126,,,0.0,0.0,0.0,0.0,65.0,46.0,550.0,2.0,19.09863752805423
172,31,5,Jayden Daniels,QB,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc",46.01111111111111,40.48977777777778,,,1262.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,74,5,Jalen Coker,WR,CAR,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yynz8rxen6tsvhojggiv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yynz8rxen6tsvhojggiv",36.84403321764919,39.79155587506113,,,0.0,0.0,0.0,0.0,18.0,13.0,168.0,2.0,38.797089165169034
174,33,5,Cole Kmet,TE,CHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysnui8mzlu2fo70ub0yt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysnui8mzlu2fo70ub0yt",42.02923476071689,39.50748067507387,,,0.0,0.0,0.0,0.0,48.0,30.0,347.0,2.0,9.229507136917805
175,75,5,Devaughn Vele,WR,NO,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa3dwsu8nxzkbf2knczm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa3dwsu8nxzkbf2knczm",36.435711606897534,39.35056853544934,,,0.0,0.0,0.0,0.0,31.0,20.0,249.0,1.0,29.274711880641508
176,37,4,Bucky Irving,RB,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkc00rvnix3f2b96vkwo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkc00rvnix3f2b96vkwo",36.4,39.312,,,0.0,0.0,588.0,1.0,0.0,0.0,0.0,0.0,0.0
177,38,4,Rachaad White,RB,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtdhs50gcl2p6vngsnre","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtdhs50gcl2p6vngsnre",36.17142857142857,39.06514285714286,,,0.0,0.0,572.0,4.0,0.0,0.0,0.0,0.0,0.0
178,34,5,Jonnu Smith,TE,GB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/egd6llghj3n5wfdrqacw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/egd6llghj3n5wfdrqacw",41.007042308039686,38.5466197695573,,,0.0,0.0,0.0,0.0,54.0,38.0,222.0,2.0,7.035211540198446
179,39,4,Chuba Hubbard,RB,CAR,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rzsvnt0pxsaize2ndhxm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rzsvnt0pxsaize2ndhxm",35.3,38.124,,,0.0,0.0,511.0,1.0,0.0,0.0,0.0,0.0,0.0
180,32,5,Michael Penix Jr.,QB,ATL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mip4kogkqxwkkya6mvmh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mip4kogkqxwkkya6mvmh",43.21111111111111,38.025777777777776,,,1982.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,35,5,Michael Mayer,TE,LV,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twnkr9uq1phvukxb5jmh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twnkr9uq1phvukxb5jmh",38.51046447585827,36.19983660730677,,,0.0,0.0,0.0,0.0,50.0,35.0,328.0,1.0,6.718989045958019
182,76,5,Kendrick Bourne,WR,ARI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yzfa94cmhpcqamrwzdzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yzfa94cmhpcqamrwzdzk",33.48503877133362,36.16384187304031,,,0.0,0.0,0.0,0.0,53.0,37.0,551.0,0.0,13.790578472052726
183,36,5,Mike Gesicki,TE,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dykckg6we3cnw9yhpggi","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dykckg6we3cnw9yhpggi",38.10285090748026,35.816679853031445,,,0.0,0.0,0.0,0.0,17.0,12.0,136.0,1.0,16.930921204067985
184,77,5,Tyquan Thornton,WR,KC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjqzuempyiwxe0hl7e5a","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjqzuempyiwxe0hl7e5a",32.735723349644836,35.35458121761643,,,0.0,0.0,0.0,0.0,19.0,10.0,220.0,2.0,48.00553982514725
185,40,4,Tyrone Tracy Jr.,RB,NYG,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom",32.57142857142857,35.177142857142854,,,0.0,0.0,740.0,2.0,0.0,0.0,0.0,0.0,0.0
186,33,5,Kyler Murray,QB,MIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btfruyf33adgnjzpcuen","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btfruyf33adgnjzpcuen",39.94444444444444,35.15111111111111,,,962.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,41,4,Woody Marks,RB,HOU,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y5ntpcenhhhv98uz2fys","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y5ntpcenhhhv98uz2fys",32.042857142857144,34.60628571428572,,,0.0,0.0,703.0,2.0,0.0,0.0,0.0,0.0,0.0
188,34,5,Marcus Mariota,QB,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grx6m1fmu1odltjo3y31","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grx6m1fmu1odltjo3y31",39.016666666666666,34.334666666666664,,,1695.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,37,5,Isaiah Likely,TE,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1pahldt9ixp9lssxi2d","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1pahldt9ixp9lssxi2d",36.34066209766307,34.160222371803286,,,0.0,0.0,0.0,0.0,12.0,9.0,120.0,1.0,15.703310488315338
190,38,5,Tommy Tremble,TE,CAR,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t7wjikfv09d3o1q7wjdx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t7wjikfv09d3o1q7wjdx",35.945261891057505,33.78854617759405,,,0.0,0.0,0.0,0.0,8.0,5.0,42.0,1.0,25.226309455287517
191,39,5,Greg Dulcich,TE,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kw4cwgjl4kywh6le4sfh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kw4cwgjl4kywh6le4sfh",35.523419284124685,33.3920141270772,,,0.0,0.0,0.0,0.0,11.0,10.0,107.0,1.0,13.950429753956769
192,35,5,Justin Fields,QB,KC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/npjrombgxkc5vjkctcgy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/npjrombgxkc5vjkctcgy",37.19444444444444,32.73111111111111,,,1259.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,36,5,Spencer Rattler,QB,NO,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gcgmcf4kex3jsl4rlrng","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gcgmcf4kex3jsl4rlrng",36.41111111111111,32.04177777777778,,,1586.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,42,4,Bhayshul Tuten,RB,JAX,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ryjnphuyjbedmgpx5qqj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ryjnphuyjbedmgpx5qqj",29.057142857142857,31.38171428571429,,,0.0,0.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0
195,37,5,J.J. McCarthy,QB,MIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3",34.86666666666667,30.682666666666666,,,1632.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,78,5,Rashod Bateman,WR,BAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtktmsfcxc1eijwpwzyq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtktmsfcxc1eijwpwzyq",28.357591877393382,30.626199227584856,,,0.0,0.0,0.0,0.0,7.0,5.0,63.0,1.0,33.19180554081307
197,79,5,Calvin Ridley,WR,TEN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zrv8bjm7zdtboyka2jvr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zrv8bjm7zdtboyka2jvr",27.924541850391584,30.15850519842291,,,0.0,0.0,0.0,0.0,31.0,13.0,242.0,0.0,37.2573246365733
198,40,5,Darren Waller,TE,CAR,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq",31.88591942932131,29.972764263562027,,,0.0,0.0,0.0,0.0,18.0,15.0,184.0,3.0,28.5962638132732
199,43,4,Brian Robinson,RB,ATL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7",27.714285714285715,29.931428571428576,,,0.0,0.0,400.0,2.0,0.0,0.0,0.0,0.0,0.0
200,80,5,Jalen Tolbert,WR,MIA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dthrzudnyh1mcrh1det2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dthrzudnyh1mcrh1det2",27.64461657762869,29.856185903838988,,,0.0,0.0,0.0,0.0,20.0,11.0,116.0,0.0,24.30000596506653
201,44,4,Kimani Vidal,RB,LAC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqdctdun0bv60d5ziwtl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqdctdun0bv60d5ziwtl",27.185714285714283,29.36057142857143,,,0.0,0.0,643.0,3.0,0.0,0.0,0.0,0.0,0.0
202,81,5,Jahan Dotson,WR,ATL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gwuibfw7ljxudxtldcvh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gwuibfw7ljxudxtldcvh",27.165957505563213,29.339234106008274,,,0.0,0.0,0.0,0.0,8.0,3.0,40.0,0.0,42.75286445089298
203,82,5,Jayden Reed,WR,GB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uhb95fij1uo92ymqxpmg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uhb95fij1uo92ymqxpmg",27.10427766196682,29.272619874924168,,,0.0,0.0,0.0,0.0,11.0,8.0,100.0,1.0,19.079080617526408
204,41,5,Darnell Washington,TE,PIT,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/inwx7uipfktapaump5pj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/inwx7uipfktapaump5pj",31.095707973871804,29.229965495439494,,,0.0,0.0,0.0,0.0,21.0,14.0,174.0,1.0,18.728539869359
205,83,5,John Metchie III,WR,CAR,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nsjpnskeldxzbzckpfgg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nsjpnskeldxzbzckpfgg",26.417145706136985,28.530517362627947,,,0.0,0.0,0.0,0.0,48.0,33.0,274.0,2.0,6.008805453761845
206,84,5,Pat Bryant,WR,DEN,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n91hznzkfpftxhqt1qd9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n91hznzkfpftxhqt1qd9",26.003488861105694,28.083767969994152,,,0.0,0.0,0.0,0.0,49.0,31.0,378.0,1.0,9.690521228605395
207,85,5,Marvin Mims Jr.,WR,DEN,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbdjtph5xplbf4yocz0l","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbdjtph5xplbf4yocz0l",25.810939545106454,27.875814708714973,,,0.0,0.0,0.0,0.0,51.0,37.0,322.0,1.0,10.535466956301496
208,45,4,Alvin Kamara,RB,NO,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxebpuskandivlh2iil4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxebpuskandivlh2iil4",25.728571428571428,27.786857142857144,,,0.0,0.0,471.0,1.0,0.0,0.0,0.0,0.0,0.0
209,46,4,Isiah Pacheco,RB,DET,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkqb4imkum3vxxkwuetl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkqb4imkum3vxxkwuetl",25.6,27.648000000000003,,,0.0,0.0,462.0,1.0,0.0,0.0,0.0,0.0,0.0
210,38,5,Davis Mills,QB,HOU,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jh9e97vjzmeafx8jz0sn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jh9e97vjzmeafx8jz0sn",30.883333333333333,27.177333333333333,,,915.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,42,5,Tyler Higbee,TE,LA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1d4osiefibd04df6gow","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1d4osiefibd04df6gow",28.8400727062211,27.109668343847833,,,0.0,0.0,0.0,0.0,17.0,10.0,135.0,1.0,15.700363531105504
212,47,4,Emanuel Wilson,RB,SEA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uorruvczsxzvffpbxu8z","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uorruvczsxzvffpbxu8z",25.085714285714285,27.09257142857143,,,0.0,0.0,496.0,3.0,0.0,0.0,0.0,0.0,0.0
213,50,4,Jadarian Price,RB,SEA,1.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toy90i08oumgbdlvctja","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toy90i08oumgbdlvctja",25.0,27.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,48,4,Jeremiyah Love,RB,ARI,1.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b12gtjsylmql5v7iyyla","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b12gtjsylmql5v7iyyla",25.0,27.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,86,5,Carnell Tate,WR,TEN,1.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghpmpzcnigxrdbyvcxke","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghpmpzcnigxrdbyvcxke",25.0,27.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,49,4,MarShawn Lloyd,RB,GB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xp8sd4enimuk4zd0aqgu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xp8sd4enimuk4zd0aqgu",25.0,27.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,51,4,Devin Singletary,RB,NYG,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xy2r2msxjqneml2c1cdc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xy2r2msxjqneml2c1cdc",24.242857142857144,26.182285714285715,,,0.0,0.0,437.0,5.0,0.0,0.0,0.0,0.0,0.0
218,87,5,Tez Johnson,WR,TB,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ajbnpagviw0glrhf5a2e","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ajbnpagviw0glrhf5a2e",24.028404298307425,25.95067664217202,,,0.0,0.0,0.0,0.0,20.0,13.0,143.0,3.0,24.142021491537133
219,39,5,Malik Willis,QB,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvgdbwbryzyyqq6gfet","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvgdbwbryzyyqq6gfet",28.8,25.344,,,288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,88,5,Travis Hunter,WR,JAX,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/absw1gfqoiztajjagmf6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/absw1gfqoiztajjagmf6",23.22374151092558,25.08164083179963,,,0.0,0.0,0.0,0.0,45.0,28.0,298.0,1.0,6.945630631550991
221,89,5,Roman Wilson,WR,PIT,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xuhjoscmhmmsutbvfmrs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xuhjoscmhmmsutbvfmrs",23.11937012902247,24.96891973934427,,,0.0,0.0,0.0,0.0,5.0,4.0,74.0,1.0,43.65454295280467
222,43,5,Noah Fant,TE,NO,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lijnonbrcmplvkcb5kqv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lijnonbrcmplvkcb5kqv",25.703073633974036,24.160889215935594,,,0.0,0.0,0.0,0.0,16.0,14.0,88.0,1.0,5.182034836536835
223,40,5,Shedeur Sanders,QB,CLE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl",27.17777777777778,23.916444444444448,,,1400.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,44,5,Charlie Kolar,TE,LAC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g75ws8vkqz9cqwifhcy7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g75ws8vkqz9cqwifhcy7",25.0,23.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,41,5,Mitchell Trubisky,QB,TEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxs7ix2pmcfv5k1qn1sk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxs7ix2pmcfv5k1qn1sk",26.238888888888887,23.09022222222222,,,259.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,90,5,Matthew Golden,WR,GB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dbjki6b0swksr7mk17wk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dbjki6b0swksr7mk17wk",21.056940347582902,22.741495575389536,,,0.0,0.0,0.0,0.0,11.0,8.0,144.0,0.0,35.45777866099142
227,52,4,Tank Bigsby,RB,PHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfkdjfpiyrcuzahrmfvn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfkdjfpiyrcuzahrmfvn",20.885714285714286,22.55657142857143,,,0.0,0.0,132.0,1.0,0.0,0.0,0.0,0.0,0.0
