overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,_name_key,_position,_team,hulk_rank,sleeper_match,sleeper_source_player,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_match,espn_source_player,espn_adp,espn_ppr_room_rank,yahoo_match,yahoo_source_player,yahoo_adp,cbs_match,cbs_source_player,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,hulk_value_vs_consensus,hulk_value_vs_espn_room,best_value_platform,best_platform_value
36,25,3,DK Metcalf,WR,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kxql4sjfelubhxawu2zh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kxql4sjfelubhxawu2zh",134.48688099040686,145.24583146963943,,,0.0,0.0,0.0,0.0,187.0,110.0,1607.0,10.0,40.06902033664976,dk metcalf,WR,PIT,36,exact_name_pos,DK Metcalf,75.4,77.0,73.3,exact_name_pos,DK Metcalf,85.22,78.0,exact_name_pos,DK Metcalf,85.8,name_inside_cbs,D. Metcalf  WR  PIT  Undisclosed: Questionable for Week 1 vs. Atlanta  DK Metcalf  WR  PIT  Undisclosed: Questionable for Week 1 vs. Atlanta,91.09,89.0,4,84.3775,85.50999999999999,75.4,91.09,15.689999999999998,48.3775,42.0,CBS,55.09
37,26,3,Rome Odunze,WR,CHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/niewdl2p2325kpohbw9v","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/niewdl2p2325kpohbw9v",133.60919271702772,144.29792813438996,,,0.0,0.0,0.0,0.0,177.0,88.0,1322.0,12.0,40.10365589283092,rome odunze,WR,CHI,37,exact_name_pos,Rome Odunze,65.7,62.7,67.6,exact_name_pos,Rome Odunze,64.8,55.0,exact_name_pos,Rome Odunze,66.4,name_inside_cbs,R. Odunze  WR  CHI  Rome Odunze  WR  CHI,66.22,61.0,4,65.78,65.96000000000001,64.8,66.4,1.6000000000000085,28.78,18.0,Yahoo,29.400000000000006
38,27,3,Alec Pierce,WR,IND,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcg9t51wgp3hicavmkmy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcg9t51wgp3hicavmkmy",130.72377755666687,141.18167976120023,,,0.0,0.0,0.0,0.0,154.0,85.0,1794.0,10.0,48.11888778333443,alec pierce,WR,IND,38,exact_name_pos,Alec Pierce,97.7,94.0,93.6,exact_name_pos,Alec Pierce,108.52,108.0,exact_name_pos,Alec Pierce,95.7,name_inside_cbs,A. Pierce  WR  IND  Ankle: Questionable for Week 1 vs. Baltimore  Alec Pierce  WR  IND  Ankle: Questionable for Week 1 vs. Baltimore,86.64,84.0,4,97.14,96.7,86.64,108.52,21.879999999999995,59.14,70.0,ESPN,70.52
39,2,1,Kyle Pitts,TE,ATL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xczipzxvytnmvgznhhb4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xczipzxvytnmvgznhhb4",148.4276988539141,139.52203692267926,,,0.0,0.0,0.0,0.0,226.0,169.0,1808.0,10.0,23.971827602903893,kyle pitts,TE,ATL,39,exact_name_pos,Kyle Pitts,68.8,71.7,72.9,exact_name_pos,Kyle Pitts Sr.,68.52,77.0,exact_name_pos,Kyle Pitts Sr.,72.3,name_inside_cbs,K. Pitts  TE  ATL  Kyle Pitts  TE  ATL,77.59,74.0,4,71.80250000000001,70.55,68.52,77.59,9.070000000000007,32.80250000000001,38.0,CBS,38.59
40,28,3,Quentin Johnston,WR,LAC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lyvsrjh4mjb4dqwp6shm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lyvsrjh4mjb4dqwp6shm",128.37081996489684,138.6404855620886,,,0.0,0.0,0.0,0.0,155.0,93.0,1399.0,15.0,35.48871520909953,quentin johnston,WR,LAC,40,exact_name_pos,Quentin Johnston,114.4,102.6,110.1,exact_name_pos,Quentin Johnston,130.42,146.0,exact_name_pos,Quentin Johnston,109.7,name_inside_cbs,Q. Johnston  WR  LAC  Quentin Johnston  WR  LAC,96.44,93.0,4,112.74,112.05000000000001,96.44,130.42,33.97999999999999,72.74,106.0,ESPN,90.41999999999999
41,7,2,Jalen Hurts,QB,PHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xow5yvxjeqa6witmofmp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xow5yvxjeqa6witmofmp",156.42222222222225,137.65155555555555,,,6448.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jalen hurts,QB,PHI,41,exact_name_pos,Jalen Hurts,59.6,61.8,69.4,exact_name_pos,Jalen Hurts,54.61,73.0,exact_name_pos,Jalen Hurts,56.8,name_inside_cbs,J. Hurts  QB  PHI  Jalen Hurts  QB  PHI,69.5,64.0,4,60.1275,58.2,54.61,69.5,14.89,19.127499999999998,32.0,CBS,28.5
42,29,3,Jauan Jennings,WR,MIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ben8kbygzzlid6ltmdum","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ben8kbygzzlid6ltmdum",126.76603703652212,136.9073199994439,,,0.0,0.0,0.0,0.0,169.0,105.0,1213.0,17.0,29.272492874918235,jauan jennings,WR,MIN,42,exact_name_pos,Jauan Jennings,213.8,213.1,123.2,exact_name_pos,Jauan Jennings,171.13,290.0,exact_name_pos,Jauan Jennings,126.0,name_inside_cbs,J. Jennings  WR  MIN  Jauan Jennings  WR  MIN,170.9,212.0,4,170.4575,171.015,126.0,213.8,87.80000000000001,128.4575,248.0,Sleeper,171.8
43,8,2,Baker Mayfield,QB,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjb8e69jtt1ffqf1afue","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjb8e69jtt1ffqf1afue",154.03333333333333,135.54933333333332,,,7386.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baker mayfield,QB,TB,43,exact_name_pos,Baker Mayfield,143.5,155.6,143.6,exact_name_pos,Baker Mayfield,146.26,182.0,exact_name_pos,Baker Mayfield,125.9,name_inside_cbs,B. Mayfield  QB  TB  Baker Mayfield  QB  TB,133.04,136.0,4,137.17499999999998,138.26999999999998,125.9,146.26,20.359999999999985,94.17499999999998,139.0,ESPN,103.25999999999999
44,5,1,Javonte Williams,RB,DAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvwroirev2kie6oiphtz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvwroirev2kie6oiphtz",124.82857142857142,134.81485714285714,,,0.0,0.0,2368.0,22.0,0.0,0.0,0.0,0.0,0.0,javonte williams,RB,DAL,44,exact_name_pos,Javonte Williams,33.6,32.1,32.1,exact_name_pos,Javonte Williams,32.91,31.0,exact_name_pos,Javonte Williams,33.9,name_inside_cbs,J. Williams  RB  DAL  Javonte Williams  RB  DAL,32.4,30.0,4,33.2025,33.254999999999995,32.4,33.9,1.5,-10.7975,-13.0,Yahoo,-10.100000000000001
45,9,2,Bo Nix,QB,DEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvo9xatffmqn9lnukpgk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvo9xatffmqn9lnukpgk",152.2777777777778,134.00444444444446,,,7862.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bo nix,QB,DEN,45,exact_name_pos,Bo Nix,117.0,118.3,121.1,exact_name_pos,Bo Nix,102.45,139.0,exact_name_pos,Bo Nix,98.9,name_inside_cbs,B. Nix  QB  DEN  Bo Nix  QB  DEN,118.98,120.0,4,109.33250000000001,109.725,98.9,118.98,20.08,64.33250000000001,94.0,CBS,73.98
46,30,3,DJ Moore,WR,BUF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsavpxtqoqu25emwcnvy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsavpxtqoqu25emwcnvy",124.05023310988028,133.9742517586707,,,0.0,0.0,0.0,0.0,153.0,96.0,1302.0,12.0,23.847319395555186,dj moore,WR,BUF,46,exact_name_pos,DJ Moore,53.8,52.9,58.5,exact_name_pos,DJ Moore,60.8,52.0,exact_name_pos,DJ Moore,59.5,name_inside_cbs,D. Moore  WR  BUF  DJ Moore  WR  BUF,52.39,50.0,4,56.6225,56.65,52.39,60.8,8.409999999999997,10.622500000000002,6.0,ESPN,14.799999999999997
47,10,2,Josh Allen,QB,BUF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjwbioajzldkq1vzoz2d","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjwbioajzldkq1vzoz2d",151.75555555555556,133.5448888888889,,,7336.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,josh allen,QB,BUF,47,exact_name_pos,Josh Allen,21.4,20.3,15.0,exact_name_pos,Josh Allen,19.31,26.0,exact_name_pos,Josh Allen,20.4,name_inside_cbs,J. Allen  QB  BUF  Josh Allen  QB  BUF,20.55,18.0,4,20.415,20.475,19.31,21.4,2.09,-26.585,-21.0,Sleeper,-25.6
48,11,3,Aaron Rodgers,QB,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",150.7111111111111,132.62577777777778,,,6644.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaron rodgers,QB,PIT,48,exact_name_pos,Aaron Rodgers,228.8,235.5,,exact_name_pos,Aaron Rodgers,169.2,387.0,exact_name_pos,Aaron Rodgers,116.1,unmatched,,,,3,171.36666666666667,169.2,116.1,228.8,112.70000000000002,123.36666666666667,339.0,Sleeper,180.8
49,12,3,Justin Herbert,QB,LAC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnkspnntgebegzp4ghve","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnkspnntgebegzp4ghve",149.61111111111114,131.6577777777778,,,7454.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,justin herbert,QB,LAC,49,exact_name_pos,Justin Herbert,82.3,80.2,86.3,exact_name_pos,Justin Herbert,86.77,97.0,exact_name_pos,Justin Herbert,70.3,name_inside_cbs,J. Herbert  QB  LAC  Justin Herbert  QB  LAC,85.69,83.0,4,81.265,83.995,70.3,86.77,16.47,32.265,48.0,ESPN,37.769999999999996
50,13,3,Jordan Love,QB,GB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/thz8stjkbjwddxqnozi5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/thz8stjkbjwddxqnozi5",148.9388888888889,131.06622222222222,,,6685.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan love,QB,GB,50,exact_name_pos,Jordan Love,153.0,164.8,126.8,exact_name_pos,Jordan Love,155.38,208.0,exact_name_pos,Jordan Love,123.0,name_inside_cbs,J. Love  QB  GB  Jordan Love  QB  GB,142.67,146.0,4,143.5125,147.83499999999998,123.0,155.38,32.379999999999995,93.51249999999999,158.0,ESPN,105.38
51,31,3,Keenan Allen,WR,IND,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",120.80122379879668,130.46532170270044,,,0.0,0.0,0.0,0.0,238.0,158.0,1515.0,8.0,24.967657455521916,keenan allen,WR,IND,51,exact_name_pos,Keenan Allen,200.9,178.3,204.9,exact_name_pos,Keenan Allen,165.41,205.0,exact_name_pos,Keenan Allen,125.7,name_inside_cbs,K. Allen  WR  IND  Keenan Allen  WR  IND,160.85,182.0,4,163.215,163.13,125.7,200.9,75.2,112.215,154.0,Sleeper,149.9
52,6,1,Kyren Williams,RB,LA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xti3pek6rmojqchakxpy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xti3pek6rmojqchakxpy",120.77142857142856,130.43314285714283,,,0.0,0.0,2504.0,20.0,0.0,0.0,0.0,0.0,0.0,kyren williams,RB,LA,52,exact_name_pos,Kyren Williams,28.1,24.3,12.8,exact_name_pos,Kyren Williams,35.46,32.0,exact_name_pos,Kyren Williams,28.1,name_inside_cbs,K. Williams  RB  LAR  Kyren Williams  RB  LAR,25.55,24.0,4,29.3025,28.1,25.55,35.46,9.91,-22.6975,-20.0,ESPN,-16.54
53,32,3,Troy Franklin,WR,DEN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgfbgxjntyqzojpizgaj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgfbgxjntyqzojpizgaj",119.88712550744002,129.47809554803524,,,0.0,0.0,0.0,0.0,188.0,116.0,1342.0,12.0,36.20485830643086,troy franklin,WR,DEN,53,exact_name_pos,Troy Franklin,241.8,263.6,170.5,unmatched,,,,unmatched,,,unmatched,,,,1,241.8,241.8,241.8,241.8,0.0,188.8,,Sleeper,188.8
54,3,1,Jake Ferguson,TE,DAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xpykb0tbosfwsn6dqstb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xpykb0tbosfwsn6dqstb",137.45896806806965,129.21142998398545,,,0.0,0.0,0.0,0.0,188.0,154.0,1121.0,14.0,9.87817367368149,jake ferguson,TE,DAL,54,exact_name_pos,Jake Ferguson,98.8,113.7,96.9,exact_name_pos,Jake Ferguson,110.49,141.0,exact_name_pos,Jake Ferguson,117.2,name_inside_cbs,J. Ferguson  TE  DAL  Cowboys' Jake Ferguson: Doesn't play in preseason  Jake Ferguson  TE  DAL  Cowboys' Jake Ferguson: Doesn't play in preseason,123.17,123.0,4,112.415,113.845,98.8,123.17,24.370000000000005,58.415000000000006,87.0,CBS,69.17
55,7,1,Christian McCaffrey,RB,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st82s2ytyzanatcmkqck","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st82s2ytyzanatcmkqck",118.65714285714286,128.14971428571428,,,0.0,0.0,2356.0,20.0,0.0,0.0,0.0,0.0,0.0,christian mccaffrey,RB,SF,55,exact_name_pos,Christian McCaffrey,5.8,4.8,4.9,exact_name_pos,Christian McCaffrey,7.68,7.0,exact_name_pos,Christian McCaffrey,5.9,name_inside_cbs,C. McCaffrey  RB  SF  Undisclosed: Questionable for Week 1 at L.A. Rams  Christian McCaffrey  RB  SF  Undisclosed: Questionable for Week 1 at L.A. Rams,7.75,7.0,4,6.782500000000001,6.79,5.8,7.75,1.9500000000000002,-48.2175,-48.0,CBS,-47.25
56,33,3,Tre Tucker,WR,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hazzk3hrcequzosdgzgv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hazzk3hrcequzosdgzgv",118.61754864730176,128.1069525390859,,,0.0,0.0,0.0,0.0,166.0,102.0,1239.0,9.0,30.28005092881652,tre tucker,WR,LV,56,exact_name_pos,Tre Tucker,202.0,181.5,187.5,exact_name_pos,Tre Tucker,169.3,227.0,exact_name_pos,Tre Tucker,128.1,name_inside_cbs,T. Tucker  WR  LV  Tre Tucker  WR  LV,154.02,164.0,4,163.355,161.66000000000003,128.1,202.0,73.9,107.35499999999999,171.0,Sleeper,146.0
57,4,1,Harold Fannin Jr.,TE,CLE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fxublmpnxx9uggsddwik","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fxublmpnxx9uggsddwik",135.66944678352326,127.52927997651186,,,0.0,0.0,0.0,0.0,204.0,135.0,1394.0,10.0,22.18056725094963,harold fannin,TE,CLE,57,exact_name_pos,Harold Fannin,70.0,76.4,62.6,exact_name_pos,Harold Fannin Jr.,70.78,76.0,exact_name_pos,Harold Fannin Jr.,70.9,name_inside_cbs,H. Fannin Jr.  TE  CLE  Harold Fannin Jr.  TE  CLE,71.53,67.0,4,70.80250000000001,70.84,70.0,71.53,1.5300000000000011,13.802500000000009,19.0,CBS,14.530000000000001
58,5,2,Travis Kelce,TE,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpxovcfku6ud2aohgf6a","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpxovcfku6ud2aohgf6a",135.51921545242203,127.38806252527672,,,0.0,0.0,0.0,0.0,205.0,146.0,1595.0,9.0,19.42941059544344,travis kelce,TE,KC,58,exact_name_pos,Travis Kelce,89.8,93.7,106.1,exact_name_pos,Travis Kelce,94.91,125.0,exact_name_pos,Travis Kelce,94.7,name_inside_cbs,T. Kelce  TE  KC  Travis Kelce  TE  KC,99.79,98.0,4,94.8,94.805,89.8,99.79,9.990000000000009,36.8,67.0,CBS,41.790000000000006
59,14,3,Jacoby Brissett,QB,ARI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qjswiunczrn5xmdiqhlz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qjswiunczrn5xmdiqhlz",144.39999999999998,127.07199999999996,,,6732.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacoby brissett,QB,ARI,59,exact_name_pos,Jacoby Brissett,243.0,251.2,203.4,exact_name_pos,Jacoby Brissett,169.93,321.0,unmatched,,,unmatched,,,,2,206.465,206.465,169.93,243.0,73.07,147.465,262.0,Sleeper,184.0
60,15,3,Sam Darnold,QB,SEA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyay8vruj0cqmhopufzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyay8vruj0cqmhopufzk",144.38888888888889,127.06222222222222,,,7918.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sam darnold,QB,SEA,60,exact_name_pos,Sam Darnold,163.7,185.4,168.4,exact_name_pos,Sam Darnold,162.47,287.0,exact_name_pos,Sam Darnold,122.5,name_inside_cbs,S. Darnold  QB  SEA  Seahawks' Sam Darnold: Idle for preseason action  Sam Darnold  QB  SEA  Seahawks' Sam Darnold: Idle for preseason action,145.2,150.0,4,148.46749999999997,153.83499999999998,122.5,163.7,41.19999999999999,88.46749999999997,227.0,Sleeper,103.69999999999999
61,34,3,Parker Washington,WR,JAX,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yn0hc5xrz5nqeccg8two","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yn0hc5xrz5nqeccg8two",116.77637923551202,126.118489574353,,,0.0,0.0,0.0,0.0,173.0,106.0,1550.0,9.0,33.40112694679094,parker washington,WR,JAX,61,exact_name_pos,Parker Washington,73.3,70.0,74.4,exact_name_pos,Parker Washington,89.8,87.0,exact_name_pos,Parker Washington,77.8,name_inside_cbs,P. Washington  WR  JAC  Parker Washington  WR  JAC,73.38,71.0,4,78.57,75.59,73.3,89.8,16.5,17.569999999999993,26.0,ESPN,28.799999999999997
62,35,3,Deebo Samuel Sr.,WR,SF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw",116.34722421558824,125.65500215283532,,,0.0,0.0,0.0,0.0,187.0,137.0,1340.0,10.0,14.909198001018115,deebo samuel,WR,SF,62,exact_name_pos,Deebo Samuel,130.4,131.2,138.4,exact_name_pos,Deebo Samuel Sr.,142.8,163.0,exact_name_pos,Deebo Samuel Sr.,127.3,name_inside_cbs,D. Samuel  WR  SF  Deebo Samuel  WR  SF,127.38,128.0,4,131.97000000000003,128.89,127.3,142.8,15.500000000000014,69.97000000000003,101.0,ESPN,80.80000000000001
63,6,2,Dallas Goedert,TE,PHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bafepstxu7vvxb9v5vua","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bafepstxu7vvxb9v5vua",132.8187689518888,124.84964281477544,,,0.0,0.0,0.0,0.0,143.0,102.0,987.0,16.0,22.093844759443854,dallas goedert,TE,PHI,63,exact_name_pos,Dallas Goedert,121.6,124.4,93.6,exact_name_pos,Dallas Goedert,103.61,132.0,exact_name_pos,Dallas Goedert,105.4,name_inside_cbs,D. Goedert  TE  PHI  Dallas Goedert  TE  PHI,85.11,82.0,4,103.93,104.505,85.11,121.6,36.489999999999995,40.93000000000001,69.0,Sleeper,58.599999999999994
64,36,3,Stefon Diggs,WR,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln",115.5432261392072,124.7866842303438,,,0.0,0.0,0.0,0.0,180.0,150.0,1822.0,7.0,27.562284542189847,stefon diggs,WR,WAS,64,exact_name_pos,Stefon Diggs,107.5,110.8,115.5,exact_name_pos,Stefon Diggs,102.81,107.0,exact_name_pos,Stefon Diggs,104.5,name_inside_cbs,S. Diggs  WR  WAS  Stefon Diggs  WR  WAS,112.1,111.0,4,106.72749999999999,106.0,102.81,112.1,9.289999999999992,42.72749999999999,43.0,CBS,48.099999999999994
65,37,3,Rashee Rice,WR,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qhkbqrydjeur8zvrrmfl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qhkbqrydjeur8zvrrmfl",114.55730592264428,123.72189039645583,,,0.0,0.0,0.0,0.0,156.0,106.0,1142.0,10.0,14.940375767067613,rashee rice,WR,KC,65,exact_name_pos,Rashee Rice,29.0,29.2,34.2,exact_name_pos,Rashee Rice,29.07,25.0,exact_name_pos,Rashee Rice,35.5,name_inside_cbs,R. Rice  WR  KC  Rashee Rice  WR  KC,23.99,23.0,4,29.389999999999997,29.035,23.99,35.5,11.510000000000002,-35.61,-40.0,Yahoo,-29.5
66,7,2,Brock Bowers,TE,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/waorceny0ggpaeckaol8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/waorceny0ggpaeckaol8",130.31061193263434,122.49197521667628,,,0.0,0.0,0.0,0.0,165.0,123.0,1266.0,12.0,22.803059663171723,brock bowers,TE,LV,66,exact_name_pos,Brock Bowers,23.1,23.6,30.2,exact_name_pos,Brock Bowers,23.97,22.0,exact_name_pos,Brock Bowers,21.0,name_inside_cbs,B. Bowers  TE  LV  Raiders' Brock Bowers: Working with Cousins to open season  Brock Bowers  TE  LV  Raiders' Brock Bowers: Working with Cousins to open season,26.35,26.0,4,23.604999999999997,23.535,21.0,26.35,5.350000000000001,-42.395,-44.0,CBS,-39.65
67,38,3,Romeo Doubs,WR,NE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvzijmgwyyigljxfmyb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvzijmgwyyigljxfmyb",111.7145874858962,120.6517544847679,,,0.0,0.0,0.0,0.0,145.0,94.0,1209.0,11.0,39.32293742948101,romeo doubs,WR,NE,67,exact_name_pos,Romeo Doubs,131.8,128.4,116.6,exact_name_pos,Romeo Doubs,147.58,154.0,exact_name_pos,Romeo Doubs,132.0,name_inside_cbs,R. Doubs  WR  NE  Romeo Doubs  WR  NE,131.38,135.0,4,135.69,131.9,131.38,147.58,16.200000000000017,68.69,87.0,ESPN,80.58000000000001
68,8,2,Tyler Warren,TE,IND,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f1mfwwrr3qvnxuiackgq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f1mfwwrr3qvnxuiackgq",127.50066133789048,119.85062165761704,,,0.0,0.0,0.0,0.0,216.0,145.0,1568.0,6.0,15.836640022785756,tyler warren,TE,IND,68,exact_name_pos,Tyler Warren,49.1,50.3,56.8,exact_name_pos,Tyler Warren,52.09,53.0,exact_name_pos,Tyler Warren,47.1,name_inside_cbs,T. Warren  TE  IND  Groin: Questionable for Week 1 vs. Baltimore  Tyler Warren  TE  IND  Groin: Questionable for Week 1 vs. Baltimore,57.09,56.0,4,51.345,50.595,47.1,57.09,9.990000000000002,-16.655,-15.0,CBS,-10.909999999999997
69,16,3,Patrick Mahomes,QB,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wdckwtob1lybvkmxnf7p","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wdckwtob1lybvkmxnf7p",135.25555555555556,119.0248888888889,,,7174.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,patrick mahomes,QB,KC,69,exact_name_pos,Patrick Mahomes,111.3,115.0,102.3,exact_name_pos,Patrick Mahomes,108.66,134.0,exact_name_pos,Patrick Mahomes,103.1,name_inside_cbs,P. Mahomes  QB  KC  Knee - ACL: Questionable for Week 1 vs. Denver  Patrick Mahomes  QB  KC  Knee - ACL: Questionable for Week 1 vs. Denver,103.55,102.0,4,106.65249999999999,106.10499999999999,103.1,111.3,8.200000000000003,37.65249999999999,65.0,Sleeper,42.3
70,39,3,Marvin Harrison Jr.,WR,ARI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpoo1icpnh8emjvqaii","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpoo1icpnh8emjvqaii",109.75575067761804,118.53621073182752,,,0.0,0.0,0.0,0.0,140.0,79.0,1170.0,8.0,38.77875338809024,marvin harrison,WR,ARI,70,exact_name_pos,Marvin Harrison,76.7,73.9,82.6,exact_name_pos,Marvin Harrison Jr.,78.97,69.0,exact_name_pos,Marvin Harrison Jr.,78.3,name_inside_cbs,M. Harrison Jr.  WR  ARI  Marvin Harrison Jr.  WR  ARI,72.65,69.0,4,76.655,77.5,72.65,78.97,6.319999999999993,6.655000000000001,-1.0,ESPN,8.969999999999999
71,40,3,Jerry Jeudy,WR,CLE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",109.1688408162054,117.90234808150184,,,0.0,0.0,0.0,0.0,191.0,89.0,1088.0,4.0,38.40189638871937,jerry jeudy,WR,CLE,71,exact_name_pos,Jerry Jeudy,186.9,211.6,159.5,exact_name_pos,Jerry Jeudy,168.71,216.0,unmatched,,,name_inside_cbs,J. Jeudy  WR  CLE  Jerry Jeudy  WR  CLE,159.21,180.0,3,171.60666666666668,168.71,159.21,186.9,27.689999999999998,100.60666666666668,145.0,Sleeper,115.9
